Building/  Project Name,Street Name,Postal District,Type,No. of Bedroom  (for Non-Landed Only),Monthly Rent  ($),Floor Area (Sqft)  1,Lease  Commencement  Date
NASSIMVILLE,NASSIM ROAD,10,Non-landed Properties,,7000,1500 to 1600,Jan-21
NASSIM PARK RESIDENCES,NASSIM ROAD,10,Non-landed Properties,4,16667,>3000,Jan-21
NATHAN SUITES,NATHAN ROAD,10,Non-landed Properties,4,8800,2000 to 2100,Jun-21
NATHAN PLACE,NATHAN ROAD,10,Non-landed Properties,2,4400,1100 to 1200,Jun-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1850,500 to 600,Jun-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1900,500 to 600,Jun-21
NATHAN SUITES,NATHAN ROAD,10,Non-landed Properties,3,6800,1700 to 1800,Jun-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,2500,500 to 600,Jun-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1700,400 to 500,Jun-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,2600,500 to 600,Jun-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1900,500 to 600,Jun-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,2350,500 to 600,Jun-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,2500,500 to 600,Jun-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,2000,600 to 700,Jun-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1600,400 to 500,Jun-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1600,400 to 500,Jun-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,2700,600 to 700,Jun-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,2000,600 to 700,Jun-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,2250,700 to 800,Jun-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,3000,500 to 600,Jun-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,2100,600 to 700,Jun-21
NATHAN SUITES,NATHAN ROAD,10,Non-landed Properties,3,6800,1400 to 1500,Jun-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,2,3300,700 to 800,May-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,2000,600 to 700,May-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1900,400 to 500,May-21
NATHAN PLACE,NATHAN ROAD,10,Non-landed Properties,3,6000,2000 to 2100,May-21
NATHAN SUITES,NATHAN ROAD,10,Non-landed Properties,2,4500,900 to 1000,May-21
NATHAN SUITES,NATHAN ROAD,10,Non-landed Properties,2,4500,900 to 1000,May-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,2,3300,700 to 800,May-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,2,3200,700 to 800,May-21
NATHAN PLACE,NATHAN ROAD,10,Non-landed Properties,2,4500,1100 to 1200,May-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1750,500 to 600,May-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,2500,500 to 600,May-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,2500,500 to 600,May-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1800,400 to 500,May-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,3200,500 to 600,May-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1600,400 to 500,May-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1900,400 to 500,May-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1850,500 to 600,May-21
NATURALIS,LORONG M TELOK KURAU,15,Non-landed Properties,1,3200,1300 to 1400,Apr-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,2,3150,1200 to 1300,Apr-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,2500,500 to 600,Apr-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,2200,600 to 700,Apr-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1750,500 to 600,Apr-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1800,500 to 600,Apr-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,2100,500 to 600,Apr-21
NATURALIS,LORONG M TELOK KURAU,15,Non-landed Properties,,2200,600 to 700,Apr-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1800,500 to 600,Apr-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,1850,600 to 700,Apr-21
NATHAN SUITES,NATHAN ROAD,10,Non-landed Properties,2,4600,900 to 1000,Apr-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,2400,600 to 700,Apr-21
NATHAN SUITES,NATHAN ROAD,10,Non-landed Properties,3,7000,1700 to 1800,Apr-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,2100,500 to 600,Apr-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,2100,500 to 600,Apr-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1750,400 to 500,Apr-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,2000,500 to 600,Apr-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1900,500 to 600,Apr-21
NATURALIS,LORONG M TELOK KURAU,15,Non-landed Properties,1,2200,600 to 700,Apr-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1900,500 to 600,Apr-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,2,3500,700 to 800,Apr-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,2,3400,700 to 800,Mar-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1900,500 to 600,Mar-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1800,500 to 600,Mar-21
NATHAN SUITES,NATHAN ROAD,10,Non-landed Properties,4,7500,2000 to 2100,Mar-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,2000,500 to 600,Mar-21
NATURALIS,LORONG M TELOK KURAU,15,Non-landed Properties,,1800,600 to 700,Mar-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,2500,500 to 600,Mar-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,1900,600 to 700,Mar-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,2600,500 to 600,Mar-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,1850,600 to 700,Mar-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,2000,400 to 500,Mar-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1550,400 to 500,Mar-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1700,400 to 500,Mar-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1750,400 to 500,Mar-21
NATHAN SUITES,NATHAN ROAD,10,Non-landed Properties,3,7500,1700 to 1800,Mar-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,2000,500 to 600,Mar-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1800,500 to 600,Mar-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1500,400 to 500,Mar-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,2300,900 to 1000,Feb-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,2000,600 to 700,Feb-21
NATHAN SUITES,NATHAN ROAD,10,Non-landed Properties,4,7700,2000 to 2100,Feb-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,2,3400,800 to 900,Feb-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,2600,500 to 600,Feb-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,3000,800 to 900,Feb-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1900,500 to 600,Feb-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1800,500 to 600,Feb-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1650,500 to 600,Feb-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1850,500 to 600,Feb-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,2200,900 to 1000,Feb-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1700,400 to 500,Feb-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,2,3000,700 to 800,Feb-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1800,400 to 500,Feb-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,2100,600 to 700,Feb-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,2450,500 to 600,Feb-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1800,400 to 500,Feb-21
NATHAN PLACE,NATHAN ROAD,10,Non-landed Properties,2,4100,1100 to 1200,Jan-21
NATHAN SUITES,NATHAN ROAD,10,Non-landed Properties,4,8000,2000 to 2100,Jan-21
NATHAN SUITES,NATHAN ROAD,10,Non-landed Properties,2,4900,900 to 1000,Jan-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,2000,600 to 700,Jan-21
NATHAN PLACE,NATHAN ROAD,10,Non-landed Properties,2,4500,1100 to 1200,Jan-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,2000,500 to 600,Jan-21
NATHAN SUITES,NATHAN ROAD,10,Non-landed Properties,4,7600,2000 to 2100,Jan-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1750,400 to 500,Jan-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1750,400 to 500,Jan-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,1800,600 to 700,Jan-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,1,1900,400 to 500,Jan-21
NATHAN RESIDENCES,NATHAN ROAD,10,Non-landed Properties,1,2800,1000 to 1100,Jan-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,3,2000,600 to 700,Jan-21
NATURALIS,LORONG M TELOK KURAU,15,Non-landed Properties,,1800,600 to 700,Jan-21
NATURALIS,LORONG M TELOK KURAU,15,Non-landed Properties,1,1950,500 to 600,Jan-21
NATURA@HILLVIEW,HILLVIEW TERRACE,23,Non-landed Properties,2,1600,500 to 600,Jan-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2200,1200 to 1300,Jun-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3300,1600 to 1700,Jun-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2200,400 to 500,Jun-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2400,400 to 500,Jun-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,2,3000,600 to 700,Jun-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,1800,400 to 500,Jun-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2800,1600 to 1700,Jun-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2900,1200 to 1300,Jun-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2800,1600 to 1700,Jun-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,2,2500,800 to 900,Jun-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,1700,400 to 500,Jun-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2300,1200 to 1300,Jun-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,2000,500 to 600,Jun-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3200,1600 to 1700,Jun-21
NAUNG RESIDENCE,JALAN NAUNG,19,Non-landed Properties,2,2050,700 to 800,Jun-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2300,400 to 500,May-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,1900,500 to 600,May-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3300,1600 to 1700,May-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3280,1200 to 1300,May-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3500,1600 to 1700,May-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,2,2400,700 to 800,May-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2200,400 to 500,May-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3800,1600 to 1700,May-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3600,1600 to 1700,May-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,1800,400 to 500,May-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2400,1200 to 1300,May-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2100,400 to 500,May-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2400,1200 to 1300,May-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2800,1200 to 1300,May-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2300,500 to 600,May-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2500,1200 to 1300,May-21
NAUNG RESIDENCE,JALAN NAUNG,19,Non-landed Properties,2,2300,700 to 800,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2000,1600 to 1700,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2500,1200 to 1300,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3600,1600 to 1700,Apr-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2100,400 to 500,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2600,1200 to 1300,Apr-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,2000,400 to 500,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3000,1200 to 1300,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2600,1200 to 1300,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2400,1200 to 1300,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3200,1200 to 1300,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3000,1200 to 1300,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3300,1600 to 1700,Apr-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2350,500 to 600,Apr-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,2000,400 to 500,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2750,1200 to 1300,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2100,1200 to 1300,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2700,1200 to 1300,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3300,1600 to 1700,Apr-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,1650,400 to 500,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2800,1600 to 1700,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2500,1600 to 1700,Apr-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2750,1600 to 1700,Mar-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2400,1200 to 1300,Mar-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2900,1200 to 1300,Mar-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2200,400 to 500,Mar-21
NAUNG RESIDENCE,JALAN NAUNG,19,Non-landed Properties,2,2400,1000 to 1100,Mar-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,1700,300 to 400,Mar-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2800,1600 to 1700,Mar-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3000,1200 to 1300,Mar-21
NAUNG RESIDENCE,JALAN NAUNG,19,Non-landed Properties,2,1900,500 to 600,Mar-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2500,1200 to 1300,Mar-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2300,400 to 500,Mar-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2600,1200 to 1300,Mar-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2800,1600 to 1700,Mar-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2300,400 to 500,Mar-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2700,1200 to 1300,Mar-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2650,1200 to 1300,Mar-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3150,1600 to 1700,Mar-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,1800,400 to 500,Mar-21
NAUNG RESIDENCE,JALAN NAUNG,19,Non-landed Properties,1,1900,500 to 600,Feb-21
NAUNG RESIDENCE,JALAN NAUNG,19,Non-landed Properties,1,2050,500 to 600,Feb-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2400,1200 to 1300,Feb-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,2,2600,600 to 700,Feb-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3400,1600 to 1700,Feb-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,2,3100,700 to 800,Feb-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,4000,1600 to 1700,Feb-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,2,2800,700 to 800,Feb-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2200,500 to 600,Feb-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,1700,400 to 500,Feb-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2200,500 to 600,Feb-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2600,1200 to 1300,Feb-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,2,2800,600 to 700,Feb-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2400,1200 to 1300,Feb-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,3,3000,800 to 900,Feb-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,1650,300 to 400,Feb-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,2,2600,700 to 800,Feb-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3100,1200 to 1300,Feb-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2200,500 to 600,Jan-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2000,1200 to 1300,Jan-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,1800,400 to 500,Jan-21
NAUNG RESIDENCE,JALAN NAUNG,19,Non-landed Properties,1,1800,500 to 600,Jan-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,1850,400 to 500,Jan-21
NAUNG RESIDENCE,JALAN NAUNG,19,Non-landed Properties,1,1900,500 to 600,Jan-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,3100,1600 to 1700,Jan-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2200,400 to 500,Jan-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2100,400 to 500,Jan-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2100,500 to 600,Jan-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2400,1200 to 1300,Jan-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,3,3000,800 to 900,Jan-21
NAUNG RESIDENCE,JALAN NAUNG,19,Non-landed Properties,1,1900,500 to 600,Jan-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2400,1200 to 1300,Jan-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2200,500 to 600,Jan-21
NAUNG RESIDENCE,JALAN NAUNG,19,Non-landed Properties,2,2300,700 to 800,Jan-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2300,1200 to 1300,Jan-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,1850,400 to 500,Jan-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,2000,400 to 500,Jan-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2000,400 to 500,Jan-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,2,1700,500 to 600,Jan-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2000,400 to 500,Jan-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,1,2000,500 to 600,Jan-21
NATURE MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,3,2850,1100 to 1200,Jan-21
NATURE MANSIONS,LORONG K TELOK KURAU,15,Non-landed Properties,3,3000,1200 to 1300,Jan-21
NESS,LORONG 32 GEYLANG,14,Non-landed Properties,1,1700,400 to 500,Jan-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,2,2800,600 to 700,Jan-21
NEEM TREE,JALAN KEMAMAN,12,Non-landed Properties,2,3000,600 to 700,Jan-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2800,1600 to 1700,Jan-21
NEPTUNE COURT,MARINE VISTA,15,Non-landed Properties,,2500,1200 to 1300,Jan-21
NAUNG RESIDENCE,JALAN NAUNG,19,Non-landed Properties,2,2200,700 to 800,Jan-21
NEW FUTURA,LEONIE HILL ROAD,9,Non-landed Properties,4,14200,2200 to 2300,Jun-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,2,3200,900 to 1000,Jun-21
NEW FUTURA,LEONIE HILL ROAD,9,Non-landed Properties,2,6500,1300 to 1400,Jun-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,1,1900,400 to 500,Jun-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,2,3500,900 to 1000,May-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,2,2300,600 to 700,May-21
NEW FUTURA,LEONIE HILL ROAD,9,Non-landed Properties,4,14000,2200 to 2300,May-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,1,2100,500 to 600,May-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,2,2500,600 to 700,May-21
NEW FUTURA,LEONIE HILL ROAD,9,Non-landed Properties,3,12500,1800 to 1900,May-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,1,1900,400 to 500,May-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,2,3500,900 to 1000,May-21
NEW FUTURA,LEONIE HILL ROAD,9,Non-landed Properties,4,15000,2200 to 2300,May-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,1,3000,600 to 700,May-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,2,2400,600 to 700,May-21
NEW FUTURA,LEONIE HILL ROAD,9,Non-landed Properties,3,11400,1800 to 1900,May-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,2,2550,600 to 700,May-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,2,3450,900 to 1000,May-21
NEW COURT,JALAN DUSUN,12,Non-landed Properties,3,2800,1100 to 1200,May-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,4,5000,2500 to 2600,Apr-21
NEW FUTURA,LEONIE HILL ROAD,9,Non-landed Properties,4,17000,2500 to 2600,Apr-21
NEW FUTURA,LEONIE HILL ROAD,9,Non-landed Properties,3,10300,1800 to 1900,Apr-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,2,2600,800 to 900,Apr-21
NEW FUTURA,LEONIE HILL ROAD,9,Non-landed Properties,2,7500,1200 to 1300,Apr-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,3,6500,2100 to 2200,Apr-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,1,2100,400 to 500,Apr-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,2,3400,900 to 1000,Apr-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,2,2500,800 to 900,Apr-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,1,2200,400 to 500,Apr-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,2,3000,800 to 900,Apr-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,2,3400,900 to 1000,Mar-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,2,2500,900 to 1000,Mar-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,2,2500,600 to 700,Mar-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,2,2600,600 to 700,Mar-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,2,2400,600 to 700,Mar-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,1,2100,500 to 600,Mar-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,2,2500,600 to 700,Mar-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,2,2900,800 to 900,Mar-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,2,3300,900 to 1000,Mar-21
NEW FUTURA,LEONIE HILL ROAD,9,Non-landed Properties,4,17000,2500 to 2600,Mar-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,4,4000,2400 to 2500,Mar-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,2,2400,600 to 700,Feb-21
NEW FUTURA,LEONIE HILL ROAD,9,Non-landed Properties,3,10500,1800 to 1900,Feb-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,1,2500,500 to 600,Feb-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,2,3300,900 to 1000,Feb-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,2,2500,600 to 700,Feb-21
NEWTON 18,NEWTON ROAD,11,Non-landed Properties,2,3200,800 to 900,Feb-21
NEWEST,WEST COAST DRIVE,5,Non-landed Properties,1,1900,400 to 500,Feb-21
NEW FUTURA,LEONIE HILL ROAD,9,Non-landed Properties,3,9500,1800 to 1900,Feb-21
